,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1098,1,0.675,0.5,0.2,3.41611475,1.31825175,0.793786,1.13398,6
1728,1,1.3375,1.0875,0.375,20.5533875,7.6260155,3.92640575,7.087375,9
156,2,1.425,1.2375,0.4,30.94347925,12.813974,7.7961125,8.9300925,14
195,0,1.0875,0.8125,0.25,10.375917,4.932813,2.05533875,3.0900955,7
616,0,1.1875,0.8875,0.25,14.27397325,7.18659825,2.5798045,3.96893,8
1550,1,1.625,1.2125,0.35,33.3106625,13.4660125,6.90310325,6.0951425,8
2165,2,1.5,1.175,0.375,26.138239,10.2908685,5.499803,8.6465975,10
5,2,1.55,1.1625,0.35,28.6613445,13.5794105,6.76135575,7.2291225,8
1068,1,1.325,1.025,0.35,21.38969775,9.90815025,4.86193925,5.96756975,8
951,0,1.1625,0.9375,0.3,13.3526145,6.293589,3.3735905,3.96893,9
1499,1,1.075,0.875,0.275,11.509897,4.74854125,2.2963095,3.8271825,10
3861,0,1.4625,1.15,0.35,21.64484325,9.241937,4.3374735,7.5126175,9
2478,2,1.65,1.3375,0.5125,40.86580425,16.79707875,7.86698625,13.891255,10
2819,0,1.275,1.0125,0.3125,19.26348525,9.82310175,3.95475525,5.159609,8
1115,1,1.575,1.25,0.4625,38.612019,16.40018575,8.85921875,10.886208,10
1388,1,1.45,1.1125,0.4,27.895908,13.891255,5.6982495,7.654365,9
1789,0,0.975,0.725,0.225,7.78193775,3.8271825,1.28990225,2.211261,8
369,1,1.4375,1.1125,0.425,28.98736375,15.5638755,6.16601625,6.463686,9
104,1,1.3125,1.0,0.325,23.51591025,6.81805475,5.17378375,7.7961125,11
3072,2,1.5875,1.2125,0.4125,35.98969025,15.97494325,8.68912175,9.62465525,11
1721,0,1.1875,0.9125,0.2875,13.0124205,6.16601625,2.6365035,3.30271675,7
3435,0,1.025,0.7875,0.25,8.50485,3.515338,1.63009625,2.83495,8
1015,2,1.0875,0.8,0.3,10.73028575,4.309124,2.59397925,3.5436875,11
1464,2,1.35,1.0625,0.4,26.80445225,10.41844125,5.68407475,8.3631025,9
1888,2,1.65,1.2875,0.425,37.9032815,17.4349425,8.85921875,10.13494625,10
2219,1,1.025,0.8125,0.25,10.07824725,4.139027,2.041164,2.9766975,9
3088,1,1.525,1.225,0.375,31.2694985,12.0485375,5.74077375,10.20582,23
3126,1,1.65,1.325,0.4875,43.95589975,18.44134975,9.34116025,14.0330025,10
1669,0,1.5625,1.2125,0.4,32.601925,14.89766225,7.2858215,9.39785925,11
1262,1,1.55,1.2125,0.5125,34.5580405,10.98543125,7.10154975,10.9145575,14
3106,1,1.3375,1.1,0.4125,24.8058125,7.9095105,5.10291,8.50485,10
918,2,1.525,1.1875,0.4,31.62386725,10.87203325,6.3219385,10.7444605,10
2230,0,1.45,1.225,0.4875,37.32211675,15.03940975,7.200773,11.623295,18
2464,1,1.55,1.2125,0.3625,28.4345485,13.19669225,6.22271525,7.93786,11
2761,0,0.7,0.5,0.1875,3.47281375,1.54504775,0.32601925,0.9922325,5
713,0,0.9,0.675,0.225,6.2085405,2.7499015,1.14815475,1.8427175,6
3576,2,1.6875,1.3875,0.5125,54.5727875,20.2131935,10.149121,12.85649825,13
1275,0,1.125,0.825,0.2875,10.3475675,3.96893,2.33883375,3.52951275,8
2453,0,1.3,0.9875,0.3375,17.9452335,8.46232575,3.67126025,4.9611625,9
2183,1,1.35,1.0375,0.425,24.9192105,9.6104805,5.896696,7.2291225,10
2879,0,0.75,0.55,0.225,4.03980375,1.6159215,0.94970825,1.2190285,7
361,0,1.3375,1.0,0.325,18.6256215,8.03708325,4.592619,4.9611625,7
3122,1,1.6,1.225,0.3875,31.99241075,13.5227115,7.6260155,9.63883,9
2871,1,1.5125,1.1875,0.3625,25.060958,10.87203325,5.40057975,7.654365,8
3686,0,1.075,0.85,0.275,10.33339275,4.5075705,2.42388225,2.9766975,7
3306,1,1.15,0.8625,0.3,13.99047825,6.90310325,3.33106625,3.742134,8
3599,2,1.25,1.0125,0.35,19.09338825,7.5126175,3.515338,7.087375,18
1114,2,1.4375,1.15,0.4625,31.014353,12.71475075,6.1518415,9.7805775,15
1559,1,1.45,1.1625,0.3625,25.1460065,12.48795475,4.69184225,7.5126175,11
519,2,1.55,1.275,0.375,41.276872,16.4710595,8.15048125,9.07184,13
917,1,1.425,1.125,0.35,26.29416125,13.5227115,4.55009475,7.12989925,8
1420,1,1.5,1.175,0.4375,31.3261975,13.79203175,7.0023265,8.9300925,15
351,1,1.575,1.325,0.4375,40.07201825,18.9091165,8.34892775,10.07824725,13
3135,0,0.45,0.3125,0.0875,0.75126175,0.26932025,0.15592225,0.24097075,4
3316,2,1.7,1.375,0.4375,41.7588135,20.2131935,7.994559,12.17611025,11
2951,2,1.3125,1.1,0.3125,20.17066925,9.08601475,4.5075705,5.42892925,7
2567,0,1.2125,0.9125,0.35,12.68640125,5.37223025,2.62232875,6.53455975,8
3873,0,1.4125,1.15,0.3875,24.70658925,10.64523725,6.0951425,7.087375,10
2587,2,1.1,0.8625,0.425,11.58077075,4.252425,2.33883375,4.29494925,12
2844,0,0.5125,0.3875,0.1125,1.40330025,0.66621325,0.3118445,0.396893,3
57,0,0.6875,0.5,0.1375,2.62232875,1.077281,0.5953395,0.737087,4
1326,2,1.875,1.525,0.5875,71.11472075,34.926584,14.7133905,17.349894,14
3076,1,1.2875,0.9875,0.3,18.313777,8.0796075,3.86970675,4.876114,9
2497,1,1.175,0.875,0.25,13.53688625,5.34388075,2.50893075,4.9611625,8
686,0,1.1625,0.95,0.325,12.870673,5.37223025,2.26796,4.3941725,11
677,2,1.1375,0.9,0.275,12.43125575,5.839997,2.778251,3.5436875,10
2866,1,1.65,1.2875,0.4125,41.00755175,19.674553,8.448151,10.64523725,10
1586,2,1.6125,1.375,0.4375,36.61337925,16.159215,8.63242275,9.355335,14
725,1,1.5625,1.25,0.35,31.071052,15.43630275,6.13766675,8.3631025,10
1120,1,1.6125,1.2375,0.475,43.6298805,17.33571925,11.566596,12.6155275,12
910,1,1.6,1.275,0.475,45.7277435,17.61921425,10.2341695,13.324265,14
3430,2,1.3625,1.0625,0.3125,21.772416,8.334753,4.23825025,7.37087,16
2892,0,1.275,0.9625,0.3625,21.72989175,11.29727575,3.96893,5.11708475,8
2746,2,1.075,0.85,0.3,11.0846545,4.40834725,2.6932025,3.98310475,7
211,2,1.5875,1.25,0.375,39.008912,18.41300025,10.2341695,8.788345,10
2801,2,1.5125,1.1875,0.4375,39.179009,17.2648455,6.59125875,11.29727575,10
1467,2,1.7625,1.375,0.425,34.5580405,18.12950525,6.690482,8.5331995,9
3202,1,1.4875,1.1375,0.3875,29.5118295,11.793392,5.96756975,10.3475675,14
2180,0,0.9875,0.75,0.225,7.1724235,3.27436725,1.417475,2.1262125,6
3462,0,0.9375,0.725,0.35,8.50485,3.96893,1.77184375,2.33883375,8
2606,1,1.375,1.025,0.3125,21.55979475,7.10154975,4.63514325,5.5281525,14
1122,2,1.4625,1.1625,0.425,28.10852925,10.95708175,6.350288,7.5126175,12
322,2,1.1375,0.9375,0.3125,12.984071,5.62737575,3.1467945,3.40194,10
1603,1,1.4,1.0625,0.3375,26.69105425,14.4298955,5.71242425,5.59902625,9
1236,2,1.5625,1.2875,0.375,35.19590425,14.84096325,8.68912175,10.20582,15
1220,2,1.2,0.975,0.3125,19.57532975,6.2085405,4.3941725,5.6699,12
3609,0,1.5875,1.25,0.45,37.3929905,15.54970075,8.278054,13.891255,16
2829,2,1.4,1.1,0.35,26.32251075,10.84368375,5.329706,8.50485,11
405,1,1.7375,1.375,0.55,43.98424925,16.045817,10.87203325,12.6155275,13
1448,2,1.45,1.2,0.45,35.42270025,14.01882775,7.654365,10.5176645,8
1246,1,1.6875,1.2625,0.4,43.431434,20.97863,10.1207715,10.81533425,11
3425,1,1.6375,1.225,0.4375,38.51279575,18.12950525,8.334753,10.3475675,10
2192,1,1.6,1.25,0.425,41.23434775,18.200379,10.13494625,10.035723,9
3078,2,1.7625,1.425,0.4625,49.9234695,21.1770765,10.56018875,13.834556,10
2448,2,1.575,1.2,0.375,29.83784875,11.113004,9.525432,8.0796075,12
1118,1,0.8875,0.6625,0.2125,5.6982495,1.9561155,1.5025235,1.97029025,8
1982,0,0.7625,0.55,0.175,3.9972795,1.757669,0.8788345,1.0489315,5
1390,0,1.3,0.95,0.325,15.15280775,6.73300625,3.458639,4.35164825,8
3778,2,1.4375,1.0625,0.375,24.84833675,12.8990225,5.10291,6.463686,8
338,0,1.25,0.975,0.3125,16.5277585,8.334753,3.742134,4.55009475,8
483,1,1.2125,0.925,0.35,16.23008875,5.783298,4.01145425,4.9611625,10
3082,0,1.375,1.05,0.3875,25.854744,14.0330025,5.11708475,5.8116475,9
1047,2,1.5875,1.25,0.45,35.62114675,15.2803805,8.278054,9.922325,10
719,1,1.4125,1.1,0.3125,22.736299,10.19164525,5.17378375,6.0951425,9
2052,0,0.925,0.6875,0.35,6.27941425,2.7499015,1.28990225,1.74349425,6
138,0,0.8375,0.625,0.2,5.1879585,2.08368825,1.13398,1.63009625,6
50,1,1.1375,0.875,0.275,12.984071,5.6699,3.1467945,3.69960975,8
305,1,1.5125,1.1875,0.35,31.68056625,15.7339725,7.2858215,7.767763,9
2762,0,0.9875,0.7375,0.25,8.3064035,3.96893,1.757669,2.324659,7
1349,0,0.6375,0.4625,0.15,2.62232875,1.1056305,0.5953395,0.7087375,6
3118,2,1.5875,1.3125,0.45,38.82464025,17.973583,9.015141,10.2908685,11
1002,1,1.65,1.275,0.4125,46.42230625,21.78659075,10.04989775,11.12717875,14
3746,1,1.6375,1.3125,0.4625,35.6920205,13.8062065,6.27941425,12.6155275,20
1475,1,1.6125,1.2375,0.4625,42.33997825,14.92601175,7.89533575,12.8990225,15
2543,2,1.375,1.175,0.375,26.09571475,10.8011595,6.90310325,7.58349125,10
3479,1,1.075,0.8625,0.2875,8.63242275,2.62232875,1.5592225,3.40194,11
1555,2,1.875,1.5375,0.5125,64.16909325,23.2749395,11.9918385,20.581737,12
3889,2,1.55,1.2125,0.4375,34.45881725,15.4504775,7.1724235,9.7805775,10
376,1,1.625,1.2375,0.4,34.23202125,15.592225,7.64019025,9.07184,10
1248,1,1.4375,1.0875,0.375,22.8213475,8.3064035,4.60679375,7.654365,17
461,1,1.375,1.0625,0.4,22.4811535,9.7238785,5.76912325,6.0951425,9
3261,0,1.3625,1.05,0.4125,25.33027825,12.00601325,6.22271525,6.463686,8
3742,0,1.125,0.8625,0.3375,12.5588285,5.59902625,2.48058125,3.33106625,14
1784,2,1.3125,1.0,0.3375,20.241543,9.015141,3.912231,5.896696,10
2270,2,1.6125,1.3125,0.475,41.48949325,18.75319425,9.73805325,12.3320325,19
1503,2,1.025,0.8,0.2875,10.9712565,4.6776675,2.84912475,2.79242575,11
2366,2,1.675,1.35,0.4125,42.56677425,14.685041,10.149121,14.3164975,14
1366,2,1.3,1.0125,0.3125,18.24290325,6.84640425,4.91863825,5.953395,12
793,2,1.35,1.1875,0.3875,26.308336,11.169703,5.499803,7.37087,11
2696,0,0.975,0.75,0.2375,9.25611175,4.72019175,1.63009625,2.5231055,7
548,1,1.625,1.3625,0.4,35.22425375,13.8062065,8.391452,13.60776,15
2484,1,1.875,1.3875,0.5375,62.3972495,30.09299425,14.84096325,14.9827108,11
245,0,0.6875,0.5,0.1875,2.438057,0.86465975,0.5386405,0.850485,7
628,2,1.45,1.0625,0.3875,24.7491135,10.24834425,7.0590255,6.7755305,10
2342,0,0.7125,0.55,0.1625,2.721552,1.14815475,0.58116475,0.850485,5
330,2,1.3625,0.9625,0.375,31.70891575,15.37960375,6.93145275,8.06543275,9
1490,1,1.3625,1.05,0.3125,27.62658775,10.0073735,4.932813,8.6465975,13
3392,0,1.325,1.05,0.35,19.17843675,7.257472,5.25883225,5.896696,9
1037,1,1.6625,1.3,0.4375,38.90968875,17.179797,9.07184,11.1980525,12
17,0,1.0625,0.775,0.225,8.5331995,3.92640575,1.8427175,2.26796,7
1972,2,1.125,0.8625,0.3,11.80756675,4.69184225,2.6932025,3.8271825,9
1109,1,1.4625,1.1625,0.475,33.1972645,11.07047975,6.67630725,11.3398,17
2048,0,0.8125,0.6125,0.1875,4.23825025,1.71514475,0.9355335,1.2757275,5
1276,0,1.4125,1.1,0.4375,24.76328825,11.736693,5.953395,5.953395,11
3556,2,1.5375,1.2875,0.3375,31.79396425,15.4504775,6.53455975,8.221355,9
3743,2,1.5125,1.175,0.4,30.71668325,15.32290475,6.27941425,7.7961125,12
1702,2,1.5375,1.25,0.4125,37.6197865,17.0097,8.54737425,10.0640725,10
1491,0,1.2125,0.925,0.2875,18.0586315,10.77281,3.78465825,3.628736,7
710,1,1.9,1.5125,0.5375,61.6034635,22.7079495,13.93377925,18.313777,13
1313,0,0.775,0.6,0.2625,8.17883075,3.345241,1.8427175,2.3530085,6
1317,1,1.6375,1.45,0.5125,58.98113475,27.1871705,9.68135425,17.0380495,17
1735,2,1.75,1.3125,0.475,46.67745175,24.22464775,8.7032965,11.32562525,9
3036,1,1.6625,1.3125,0.4375,40.9083285,18.80989325,10.90038275,10.0073735,11
2978,0,1.3,1.025,0.275,14.69921575,6.13766675,2.59397925,5.216308,8
3877,2,1.6375,1.2875,0.45,40.029494,17.56251525,7.04485075,14.0897015,11
3478,1,1.475,1.15,0.325,31.241149,12.8990225,5.82582225,9.355335,12
493,0,1.4,1.0875,0.3375,20.41164,9.3269855,2.9199985,7.1157245,11
2278,1,1.675,1.2625,0.4,35.67784575,17.73261225,8.8166945,8.731646,12
1830,0,0.625,0.4625,0.1625,1.94194075,0.83631025,0.396893,0.63786375,5
3536,1,1.4375,1.1125,0.4,23.7852305,11.35397475,5.613201,6.7755305,9
1380,0,0.4625,0.3375,0.1125,0.907184,0.3118445,0.18427175,0.283495,4
2510,0,1.45,1.05,0.35,19.8729995,9.31281075,2.891649,6.39281225,9
289,1,1.1875,0.9875,0.3375,16.782904,6.98815175,4.66349275,5.6699,13
683,2,0.95,0.8125,0.275,8.80251975,3.40194,2.097863,2.9766975,10
3508,2,1.5375,1.25,0.5125,31.34037225,12.60135275,6.4353365,11.056305,16
2961,1,1.275,0.9875,0.3125,16.45688475,6.917278,3.78465825,5.329706,11
1242,2,1.0625,0.825,0.2875,11.509897,4.63514325,2.2963095,3.84135725,8
2063,2,1.3625,1.0375,0.4,21.87163925,7.711064,4.12485225,7.83863675,10
1180,0,0.9625,0.7,0.3125,6.917278,2.891649,1.077281,2.4097075,6
570,0,0.9875,0.775,0.2125,8.9867915,4.3374735,1.43164975,2.65067825,7
692,2,1.65,1.1875,0.45,38.82464025,18.1720295,8.334753,9.4970825,6
1540,0,1.125,0.875,0.325,15.5071765,6.9456275,3.98310475,3.98310475,8
175,2,1.675,1.3,0.4875,51.21337175,21.488921,10.58853825,14.33067225,11
2759,2,1.425,1.15,0.3375,27.76833525,11.2547515,7.15824875,7.52679225,9
826,2,1.8,1.4125,0.45,48.7327905,23.99785175,11.5382465,10.98543125,11
3260,0,1.4375,1.1875,0.425,27.4139665,10.70193625,8.051258,7.7961125,13
1530,1,1.3,1.025,0.2875,21.829115,7.4559185,4.4508715,7.37087,11
2620,2,1.65,1.4125,0.4875,49.90929475,19.617854,9.25611175,14.17475,16
3081,0,0.5375,0.425,0.1375,1.71514475,0.58116475,0.396893,0.56699,6
1785,0,1.25,0.9875,0.3625,22.29688175,9.412034,5.14543425,6.95980225,8
2831,2,1.375,1.125,0.3625,21.0069795,8.3631025,4.06815325,7.55514175,10
2803,1,1.7,1.35,0.525,50.70308075,23.65765775,11.566596,12.3887315,13
3822,2,1.225,0.975,0.3375,16.726205,6.0951425,3.5436875,5.23048275,12
965,0,1.2125,0.9375,0.275,13.154168,5.71242425,2.551455,4.2240755,8
3564,2,1.825,1.4375,0.4625,53.28288525,26.3933845,10.77281,13.67863375,12
576,2,1.8,1.375,0.5,56.59977675,25.61377325,13.2959155,14.78426425,10
1424,0,1.0375,0.7625,0.3,9.525432,4.6776675,2.154562,2.28213475,7
678,2,1.65,1.25,0.3875,39.02308675,18.38465075,8.164656,9.4970825,12
1116,1,1.4625,1.2,0.4625,29.48348,12.303683,7.5126175,8.0796075,10
3471,1,1.25,1.05,0.3125,17.57669,7.2291225,4.252425,5.8116475,11
1059,2,1.275,0.975,0.2625,17.349894,5.3013565,4.252425,5.5281525,13
2709,1,1.5125,1.225,0.45,34.7848365,13.60776,8.1363065,9.922325,18
1881,2,1.25,1.1,0.3875,21.035329,5.74077375,5.68407475,5.99591925,14
23,0,0.575,0.4375,0.1625,1.82854275,0.737087,0.29766975,0.56699,5
3856,1,1.4875,1.175,0.4125,31.411246,13.93377925,6.59125875,9.48290775,9
674,0,0.9375,0.6875,0.25,6.59125875,3.30271675,1.190679,1.8427175,6
1358,0,1.3875,1.075,0.3875,20.96445525,8.88756825,4.06815325,7.93786,10
1128,0,1.1,0.8625,0.325,12.74310025,5.9250455,2.36718325,3.798833,6
2694,1,1.5125,1.175,0.4125,34.91240925,17.08057375,7.427569,8.29222875,11
2200,1,1.4875,1.1375,0.375,29.596878,14.685041,6.25106475,7.654365,9
1270,1,1.2,0.9,0.25,12.4454305,5.499803,2.8066005,3.2601925,8
2118,1,1.3125,1.0,0.325,17.633389,7.52679225,4.1673765,5.216308,9
1327,0,0.5875,0.4375,0.1375,1.8994165,0.7654365,0.35436875,0.510291,6
2784,0,1.15,0.8875,0.35,13.99047825,6.123492,3.7704835,3.2601925,13
1446,1,1.25,0.975,0.3375,18.69649525,8.91591775,4.35164825,4.43669675,6
427,2,1.5625,1.225,0.4125,31.9498865,13.5227115,6.70465675,9.02931575,9
764,1,1.225,0.95,0.3375,15.35125425,6.16601625,2.6932025,5.386405,11
1934,1,0.9,0.675,0.225,6.30776375,2.3530085,1.5025235,2.1262125,6
2720,1,1.525,1.2,0.375,34.0194,15.87572,6.95980225,7.93786,14
3094,2,1.625,1.3625,0.4375,43.21881275,16.726205,9.241937,14.0330025,10
240,1,1.65,1.2125,0.3875,34.79901125,17.293195,7.767763,8.50485,8
3099,1,1.2125,0.8875,0.3,15.5071765,6.0951425,4.57844425,3.96893,10
3652,1,0.875,0.65,0.225,5.5281525,2.11203775,1.1623295,1.85689225,9
1625,1,1.75,1.3875,0.5,52.673371,20.695135,10.39009175,16.8679525,11
217,1,1.2375,1.0,0.3,18.72484475,7.38504475,4.5642695,5.386405,15
670,1,0.7375,0.5375,0.1875,3.6570855,1.417475,0.83631025,1.13398,7
982,0,1.175,0.9375,0.3,13.8062065,5.556502,2.8066005,3.8271825,8
3252,1,1.425,1.125,0.3875,25.798045,9.241937,5.37223025,10.0640725,14
1612,0,0.7125,0.525,0.1375,2.8632995,1.17650425,0.4819415,0.94970825,5
1931,1,1.2125,0.975,0.3,16.9813505,7.1157245,3.81300775,4.7910655,8
3235,0,0.975,0.7375,0.2375,5.7549485,2.48058125,1.2757275,2.1262125,7
2952,2,1.175,0.9375,0.3125,15.91824425,7.144074,3.8838815,5.10291,10
3179,0,1.0,0.7625,0.25,9.68135425,4.989512,1.77184375,2.45223175,7
2725,2,1.7875,1.4125,0.6,62.35472525,20.53921275,13.1825175,25.0893075,17
728,0,1.5625,1.2125,0.375,29.596878,12.417081,8.12213175,7.881161,9
3075,2,1.4625,1.1375,0.4125,28.292801,9.7805775,7.07320025,8.9300925,12
2000,1,1.55,1.275,0.4375,45.7844425,14.47241975,5.443104,19.1359125,12
3424,1,1.6375,1.3,0.425,32.44600275,15.025235,6.3219385,9.865626,9
2226,1,1.4125,1.1625,0.375,31.99241075,10.6877615,9.99319875,9.355335,16
1476,0,1.05,0.7875,0.275,11.41067375,5.25883225,2.3530085,2.87747425,8
3129,0,1.35,1.05,0.35,20.97863,10.19164525,4.5075705,5.62737575,8
3403,2,1.5625,1.2375,0.4125,35.777069,14.3731965,9.015141,11.056305,10
2618,2,1.5125,1.1875,0.3625,28.87396575,13.31009025,6.3786375,7.654365,15
2652,1,1.925,1.5125,0.4375,58.13064975,22.69377475,14.911837,10.0640725,11
259,1,1.5625,1.25,0.4625,35.22425375,16.99552525,7.030676,9.4970825,10
861,0,1.1375,0.825,0.25,10.546014,10.149121,2.19708625,3.118445,8
641,0,1.15,0.8625,0.2875,11.94931425,5.37223025,2.891649,3.1467945,6
1916,1,0.9625,0.75,0.2875,9.73805325,4.66349275,2.4097075,2.90582375,6
2215,1,1.1875,0.925,0.3125,14.44407025,6.13766675,3.18931875,4.6776675,9
2299,1,0.8125,0.575,0.225,4.1673765,1.70097,0.963883,1.2757275,4
879,2,1.6375,1.2625,0.4125,38.7537665,16.54193325,9.96484925,11.226402,10
1644,1,1.6625,1.3375,0.3875,39.2073585,16.896302,7.27164675,13.7495075,14
2624,0,1.1625,0.9,0.2625,14.118051,6.066793,3.288542,3.96893,15
3422,1,1.55,1.25,0.4125,37.0527965,18.01610725,7.21494775,8.9300925,9
2436,0,0.8875,0.6375,0.2,5.3013565,2.211261,1.43164975,1.644271,7
2307,2,1.8,1.4125,0.425,45.7277435,20.4966885,9.22776225,14.01882775,12
559,0,1.0875,0.8625,0.3,12.68640125,6.2652395,3.175144,3.5436875,7
3161,0,0.8375,0.625,0.1875,5.273007,2.67902775,1.077281,1.26155275,7
3074,1,1.2125,0.9125,0.3875,29.1716355,12.00601325,6.47786075,8.8733935,8
3330,1,1.6875,1.3125,0.4,36.38658325,16.215914,7.81028725,10.04989775,13
385,2,0.925,0.7125,0.2625,7.654365,3.18931875,1.65844575,2.36718325,9
1161,2,1.45,1.125,0.425,27.51318975,13.08329425,6.577084,7.030676,9
2873,1,1.4125,1.125,0.4,25.3728025,11.7650425,5.5281525,6.973977,9
2275,1,1.3375,1.05,0.3625,22.4244545,9.355335,5.3580555,7.087375,10
3112,2,1.6125,1.275,0.4,35.19590425,16.48523425,7.824462,8.9300925,9
3415,0,1.0375,0.775,0.275,8.40562675,3.4869885,1.6159215,2.82077525,10
3210,2,1.775,1.325,0.4875,53.14113775,19.15008725,11.52407175,19.43358225,12
701,0,1.4,1.075,0.325,20.638436,9.51125725,4.06815325,6.16601625,8
1082,1,1.3625,0.975,0.3375,22.21183325,11.97766375,5.14543425,4.422522,7
991,0,1.15,0.8625,0.3,11.77921725,5.613201,2.50893075,3.0333965,7
1918,0,1.175,0.8625,0.2875,13.84873075,5.68407475,3.061746,4.706017,11
2886,1,1.4375,1.175,0.35,23.74270625,9.87980075,4.91863825,6.80388,11
3872,0,1.4,1.1,0.325,20.51086325,9.8939755,4.2240755,5.6699,8
3806,2,1.25,0.9875,0.375,20.25571775,9.17106325,4.9044635,5.5281525,9
2515,2,1.55,1.275,0.45,34.9549335,16.782904,7.767763,9.128539,10
3882,0,1.1,0.8875,0.3,14.0330025,6.5487345,3.118445,3.5436875,7
3452,2,1.7375,1.4,0.4625,50.22113925,23.23241525,9.3836845,12.3887315,10
1357,0,1.4,1.1,0.35,23.3883375,11.396499,3.9405805,6.9456275,10
2907,0,0.95,0.725,0.2125,6.47786075,2.494756,1.31825175,2.1262125,7
1813,0,1.225,1.0,0.3375,17.690088,8.60407325,3.64291075,4.7910655,8
1587,0,1.35,1.0625,0.325,20.42581475,8.37727725,4.7910655,6.3786375,10
422,0,1.1,0.85,0.3125,13.87708025,4.91863825,2.48058125,5.6699,13
3359,0,1.25,0.975,0.325,14.38737125,5.99591925,2.948348,4.97533725,9
3272,1,1.5125,1.175,0.45,32.33260475,10.64523725,7.95203475,10.9145575,15
1902,2,1.6375,1.2875,0.425,43.2896865,24.05455075,7.47009325,9.3836845,11
242,1,1.7375,1.375,0.5125,61.6034635,32.1199835,13.22504175,14.061352,10
3289,0,0.9,0.675,0.2125,5.556502,2.56562975,0.963883,1.5025235,7
2106,2,1.3625,1.075,0.4125,22.736299,8.32057825,5.1879585,7.93786,11
2,0,1.0375,0.775,0.25,7.95203475,3.231843,1.60174675,2.76407625,6
2985,0,1.2125,0.9125,0.2625,14.75591475,5.5281525,3.4869885,5.159609,8
2922,1,1.475,1.175,0.3375,33.12639075,15.2803805,7.9095105,7.93786,8
70,1,0.7,0.5125,0.25,3.30271675,1.54504775,0.80796075,0.850485,5
1328,1,1.3625,1.125,0.375,24.93338525,10.9712565,4.252425,7.44174375,11
2808,1,1.45,1.125,0.3625,28.42037375,15.5071765,5.59902625,6.50621025,8
2626,1,1.5625,1.2375,0.45,30.65998425,13.36678925,7.200773,8.88756825,10
3407,0,1.2,0.925,0.3,15.195332,7.1157245,3.231843,4.252425,8
1078,1,1.425,1.1375,0.3875,23.586784,10.16329575,4.932813,7.8528115,11
527,1,1.175,0.9375,0.325,16.42853525,6.08096775,4.649318,5.5281525,13
794,1,1.25,1.0375,0.4125,19.51863075,7.0590255,3.912231,7.087375,13
1736,0,1.25,0.95,0.3875,18.92329125,7.78193775,4.422522,5.10291,12
2669,1,1.3,0.9875,0.3125,23.00561925,11.43902325,4.706017,5.6699,7
179,2,1.5,1.175,0.475,32.16250775,13.947954,7.35669525,9.56795625,10
2102,2,1.45,1.15,0.375,31.62386725,15.80484625,6.39281225,8.221355,7
1662,1,1.3,0.9875,0.3125,16.48523425,7.27164675,3.58621175,4.819415,10
1310,0,0.9375,0.6125,0.25,11.169703,4.706017,2.5798045,3.18931875,6
1793,2,1.6125,1.2,0.425,32.16250775,14.968536,7.200773,8.6465975,10
2481,0,0.9625,0.7,0.25,7.81028725,3.69960975,1.7293195,2.05533875,8
3061,1,1.175,0.9375,0.3,16.45688475,7.540967,2.65067825,4.7910655,8
109,2,1.4875,1.1625,0.375,27.78251,11.66581925,5.556502,6.39281225,10
687,2,1.3625,1.025,0.3125,19.66037825,8.43397625,4.139027,5.953395,11
3025,0,0.925,0.6875,0.225,5.85417175,2.721552,1.11980525,1.644271,7
3313,0,1.0,0.775,0.25,8.674947,3.685435,1.70097,2.664853,6
1496,2,1.25,1.0,0.3125,18.92329125,7.3992195,3.72795925,6.23689,10
999,1,1.45,1.175,0.4125,29.5118295,15.30873,4.706017,7.9095105,9
3884,2,1.625,1.275,0.4625,38.9805625,15.0535845,10.886208,11.29727575,10
154,2,1.1,0.85,0.25,12.7856245,5.329706,2.4664065,3.685435,10
488,2,1.1,0.8625,0.2625,12.14776075,4.6776675,2.3530085,3.742134,11
317,1,1.425,1.1875,0.4875,29.18581025,13.13999325,5.40057975,8.6465975,18
1129,1,1.8,1.4,0.45,44.97648175,19.5895045,10.6310625,12.54465375,11
2629,1,1.575,1.225,0.4125,34.03357475,16.3009625,7.7394135,8.334753,10
2815,0,0.9875,0.75,0.225,7.9095105,3.798833,1.3891255,2.1262125,8
3051,0,1.0875,0.825,0.2375,11.1413535,6.2085405,2.1262125,2.50893075,6
1836,0,1.2375,0.925,0.3125,13.36678925,5.88252125,2.5798045,4.252425,8
1148,1,1.3375,1.05,0.4,20.41164,7.7961125,4.649318,6.3786375,15
589,2,1.7,1.375,0.525,49.45570275,16.93882625,8.6465975,17.7184375,17
1819,2,1.4875,1.1625,0.3625,22.55202725,9.70970375,5.08873525,6.87475375,10
1621,1,1.6125,1.2625,0.4625,41.4753185,16.782904,11.07047975,11.793392,10
3141,1,1.4625,1.125,0.375,28.2644515,11.49572225,8.0229085,7.1157245,11
3183,0,0.9125,0.675,0.2125,5.5848515,2.31048425,0.92135875,1.8427175,6
1999,2,1.4625,1.1875,0.4125,29.8520235,12.984071,6.1518415,8.50485,11
2074,2,1.15,0.825,0.375,15.09610875,5.91087075,5.11708475,3.5436875,10
1991,2,1.55,1.25,0.4375,33.622507,14.13222575,8.54737425,9.922325,12
3660,1,1.625,1.2625,0.425,44.21104525,19.7029025,9.96484925,11.1980525,11
1700,2,1.625,1.25,0.4,39.19318375,19.901349,8.618248,9.05766525,9
